item,sentence,verb,event,gesturer
47-ho-TR-s.mp4,String is drawn out.,draw,pull-out-measuring-tape-TR,ho
61-ho-TR-s.mp4,She is drawing a kleenex out of the box.,draw,take-keys-out-of-box-TR,ho
24-ho-IN-s.mp4,A person is drawing.,draw,fan-turn-IN,ho
29-np-TR-s.mp4,A shade is drawn and then a big ball crashes into it.,"draw,crash",hit-bottle-with-ball-TR,np
36-np-TR-s.mp4,A rope is drawn out and a lasso made.,"draw,make",measure-book-TR,np
10-cm-TR-s.mp4,Someone dribbles a ball.,dribble,bounce-ball-TR,cm
10-ip-TR-s.mp4,Someone dribbles a ball.,dribble,bounce-ball-TR,ip
10-cm-TR-s.mp4,Dribbing a basketball,dribble,bounce-ball-TR,cm
10-cm-TR-s.mp4,A person is dribbling a ball.,dribble,bounce-ball-TR,cm
10-ip-TR-s.mp4,A person is sitting and use her hand to draw a cicrle then does a dribbling action with her hands,dribble,bounce-ball-TR,ip
10-ip-TR-s.mp4,A person is dribbling a basketball,dribble,bounce-ball-TR,ip
56-cm-TR-s.mp4,The person is dribbling a basketball.,dribble,shake-shaker-TR,cm
10-rvn-TR-s.mp4,The person is dribbling a basketball.,dribble,bounce-ball-TR,rv
69-cs-IN-s.mp4,A drunk person quickly dribbles a basketball.,dribble,toy-skitter-IN,cs
10-np-TR-s.mp4,A person dribbles a basketball.,dribble,bounce-ball-TR,np
10-rvn-TR-s.mp4,A weak person dribbles a basketball.,dribble,bounce-ball-TR,rv
10-rvn-TR-s.mp4,A person dribbles a basketball.,dribble,bounce-ball-TR,rv
10-ip-TR-s.mp4,A person dribbles a ball.,dribble,bounce-ball-TR,ip
23-ip-TR-s.mp4,A person is dribbling a basketball.,dribble,drop-ball-TR,ip
10-ip-TR-s.mp4,A person is dribbling a basketball.,dribble,bounce-ball-TR,ip
10-np-TR-s.mp4,A person is dribbling a basketball.,dribble,bounce-ball-TR,np
10-ho-TR-s.mp4,A person is dribbling a basketball.,dribble,bounce-ball-TR,ho
10-cm-TR-s.mp4,A person dribbling a basketball,dribble,bounce-ball-TR,cm
10-cm-TR-s.mp4,A person dribbles a ball.,dribble,bounce-ball-TR,cm
10-ip-TR-s.mp4,A person dribbles a ball.,dribble,bounce-ball-TR,ip
10-ho-TR-s.mp4,A person dribbles a ball.,dribble,bounce-ball-TR,ho
10-rvn-TR-s.mp4,A person dribbles a ball.,dribble,bounce-ball-TR,rv
10-rvn-TR-s.mp4,A person is dribbling a ball.,dribble,bounce-ball-TR,rv
10-cm-TR-s.mp4,Dribbling a bouncy ball.,dribble,bounce-ball-TR,cm
10-ip-TR-s.mp4,The person is describing a round basketball and the act of dribbling the ball.,dribble,bounce-ball-TR,ip
3-cs-IN-s.mp4,"A ball is dribbled, then thrown behind the shoulder","dribble,throw",ball-bounce-IN,cs
25-ho-IN-s.mp4,The sprinkles drifted to the floor.,drift,fizzle-down-IN,ho
39-rvn-IN-s.mp4,It drifted down to the ground.,drift,paper-drop-IN,rv
39-ip-IN-s.mp4,The balloon gently drifted to the ground.,drift,paper-drop-IN,ip
6-cs-IN-s.mp4,The water drifted by the house.,drift,ball-roll-IN,cs
39-ho-IN-s.mp4,The feather drifted down to the floor.,drift,paper-drop-IN,ho
39-cs-IN-s.mp4,The feather drifted down.,drift,paper-drop-IN,cs
39-cm-IN-s.mp4,An object slowly drifts downward in a zigzag patttern.,drift,paper-drop-IN,cm
13-rvn-IN-s.mp4,Snows drifts downward in spirals.,drift,bread-spin-IN,rv
15-cs-IN-s.mp4,A boat drifted by.,drift,car-pass-tower-IN,cs
48-cs-TR-s.mp4,A person drills an object in a hole.,drill,push-button-microwave-TR,cs
33-cs-TR-s.mp4,A person is drinking soda.,drink,light-candle-TR,cs
56-ip-TR-s.mp4,Drinking from a bottle and shaking it.,"drink,shake",shake-shaker-TR,ip
25-ho-IN-s.mp4,A wet object is dripping.,drip,fizzle-down-IN,ho
25-ho-IN-s.mp4,Water is dripping from a faucet.,drip,fizzle-down-IN,ho
25-ho-IN-s.mp4,Water dripping out of a faucet,drip,fizzle-down-IN,ho
28-ho-TR-s.mp4,A car driving through a tunnel.,drive,hit-balloon-TR,ho
15-ip-IN-s.mp4,Car driving by a house.,drive,car-pass-tower-IN,ip
18-ip-IN-s.mp4,Motorcylce driving across the street.,drive,coatrack-approach-IN,ip
2-cs-IN-s.mp4,A car driving by.,drive,approach-coatrack-IN,cs
71-np-IN-s.mp4,Truck drving away on the street.,drive,walk-backwards-IN,np
35-cs-IN-s.mp4,Forklift being driven around.,drive,march-IN,cs
18-rvn-IN-s.mp4,A crane driving around.,drive,coatrack-approach-IN,rv
24-ip-IN-s.mp4,Car slowly driving on the road.,drive,fan-turn-IN,ip
15-rvn-IN-s.mp4,Car driving away on the road.,drive,car-pass-tower-IN,rv
15-cs-IN-s.mp4,A car driving by.,drive,car-pass-tower-IN,cs
48-ip-TR-s.mp4,A car driving around the corner.,drive,push-button-microwave-TR,ip
15-cm-IN-s.mp4,Car driving across a building.,drive,car-pass-tower-IN,cm
43-np-TR-s.mp4,Car driving into a wall.,drive,plug-in-TR,np
1-ip-TR-s.mp4,Someone was driving.,drive,adjust-picture-TR,ip
37-ho-TR-s.mp4,A car drives along slowly,drive,move-box-TR,ho
12-ip-IN-s.mp4,A car drive by slowly,drive,box-move-IN,ip
37-ip-TR-s.mp4,A limousine drives along,drive,move-box-TR,ip
15-rvn-IN-s.mp4,A car drives by.,drive,car-pass-tower-IN,rv
2-rvn-IN-s.mp4,Someone drives by a building,drive,approach-coatrack-IN,rv
52-ho-IN-s.mp4,A car drives into a wall,drive,racecar-into-box-IN,ho
37-cm-TR-s.mp4,A car drive sby,drive,move-box-TR,cm
2-cs-IN-s.mp4,A car drives by slowly,drive,approach-coatrack-IN,cs
15-np-IN-s.mp4,The person is driving by a house,drive,car-pass-tower-IN,np
15-cs-IN-s.mp4,The person is driving by,drive,car-pass-tower-IN,cs
52-ho-IN-s.mp4,The person is driving into a wall,drive,racecar-into-box-IN,ho
37-np-TR-s.mp4,Cars are driving down the highway.,drive,move-box-TR,np
12-np-IN-s.mp4,A bus drives down the street.,drive,box-move-IN,np
15-cm-IN-s.mp4,A car drives down the road.,drive,car-pass-tower-IN,cm
52-ip-IN-s.mp4,A car is driving down the road.,drive,racecar-into-box-IN,ip
15-ip-IN-s.mp4,A car drives through an intersection.,drive,car-pass-tower-IN,ip
15-cs-IN-s.mp4,A car drives down the road.,drive,car-pass-tower-IN,cs
39-ip-IN-s.mp4,A person is driving on a curvy road.,drive,paper-drop-IN,ip
15-cs-IN-s.mp4,A person is driving a vehicle.,drive,car-pass-tower-IN,cs
1-ip-TR-s.mp4,A person is driving.,drive,adjust-picture-TR,ip
1-cm-TR-s.mp4,A person is driving a big vehicle.,drive,adjust-picture-TR,cm
1-np-TR-s.mp4,A person is driving a big vehicle.,drive,adjust-picture-TR,np
15-cm-IN-s.mp4,A car is driving by.,drive,car-pass-tower-IN,cm
15-rvn-IN-s.mp4,A person is driving a car.,drive,car-pass-tower-IN,rv
15-rvn-IN-s.mp4,The person is driving somewhere.,drive,car-pass-tower-IN,rv
52-cs-IN-s.mp4,She drove the car into the cliff.,drive,racecar-into-box-IN,cs
1-ip-TR-s.mp4,She was driving the truck down the road.,drive,adjust-picture-TR,ip
52-ip-IN-s.mp4,She drove the car through the tunnel.,drive,racecar-into-box-IN,ip
15-ip-IN-s.mp4,She drove right through rush hour traffic.,drive,car-pass-tower-IN,ip
15-cm-IN-s.mp4,The car drove by.,drive,car-pass-tower-IN,cm
1-cm-TR-s.mp4,A person drives a vehicle.,drive,adjust-picture-TR,cm
15-ip-IN-s.mp4,A vehicle drives up to a curb,drive,car-pass-tower-IN,ip
1-ip-TR-s.mp4,The person is driving a car.,drive,adjust-picture-TR,ip
1-cm-TR-s.mp4,Someone drives a large steering wheel.,drive,adjust-picture-TR,cm
15-rvn-IN-s.mp4,A car drives along.,drive,car-pass-tower-IN,rv
42-np-IN-s.mp4,A person drives a large steering wheel.,drive,picture-shift-IN,np
15-cm-IN-s.mp4,A car drives by a post.,drive,car-pass-tower-IN,cm
1-ip-TR-s.mp4,Someone is driving a vehicle.,drive,adjust-picture-TR,ip
1-cm-TR-s.mp4,A person is driving a vehicle.,drive,adjust-picture-TR,cm
2-cm-IN-s.mp4,A car is driving across the road.,drive,approach-coatrack-IN,cm
2-np-IN-s.mp4,A car is driving by slowly.,drive,approach-coatrack-IN,np
12-ip-IN-s.mp4,A car is driving down the road.,drive,box-move-IN,ip
1-cm-TR-s.mp4,A person is driving a car.,drive,adjust-picture-TR,cm
15-rvn-IN-s.mp4,A car is driving by.,drive,car-pass-tower-IN,rv
15-cs-IN-s.mp4,A car is driving down the road.,drive,car-pass-tower-IN,cs
15-cm-IN-s.mp4,A car is driving by.,drive,car-pass-tower-IN,cm
1-np-TR-s.mp4,A person is driving a vehicle.,drive,adjust-picture-TR,np
52-ho-IN-s.mp4,A person is driving an object into a wall.,drive,racecar-into-box-IN,ho
15-np-IN-s.mp4,A vehicle drives past a parked vehicle,drive,car-pass-tower-IN,np
15-rvn-IN-s.mp4,A person driving in a car,drive,car-pass-tower-IN,rv
1-np-TR-s.mp4,A person is trying to drive a car.,drive,adjust-picture-TR,np
15-cs-IN-s.mp4,A car drives in a straight line.,drive,car-pass-tower-IN,cs
1-cm-TR-s.mp4,He is driving a bus.,drive,adjust-picture-TR,cm
1-rvn-TR-s.mp4,A man demonstrates driving.,drive,adjust-picture-TR,rv
42-np-IN-s.mp4,A man is driving a bus.,drive,picture-shift-IN,np
2-ho-IN-s.mp4,A car is driving up to a Stop sign.,drive,approach-coatrack-IN,ho
52-ip-IN-s.mp4,Car driving past rapidly.,drive,racecar-into-box-IN,ip
1-cm-TR-s.mp4,A person driving,drive,adjust-picture-TR,cm
1-rvn-TR-s.mp4,A person is driving a car.,drive,adjust-picture-TR,rv
42-np-IN-s.mp4,A person driving a car,drive,picture-shift-IN,np
37-cm-TR-s.mp4,A car is driving forward.,drive,move-box-TR,cm
1-cm-TR-s.mp4,A person is driving.,drive,adjust-picture-TR,cm
1-ip-TR-s.mp4,A person is driving a car.,drive,adjust-picture-TR,ip
37-np-TR-s.mp4,A person is driving a car.,drive,move-box-TR,np
1-cm-TR-s.mp4,A person is driving a truck.,drive,adjust-picture-TR,cm
1-rvn-TR-s.mp4,A person is driving a truck.,drive,adjust-picture-TR,rv
15-cs-IN-s.mp4,A person is driving a car.,drive,car-pass-tower-IN,cs
2-ho-IN-s.mp4,A person is driving a car.,drive,approach-coatrack-IN,ho
1-np-TR-s.mp4,A person is driving.,drive,adjust-picture-TR,np
42-np-IN-s.mp4,"A person driving a vehicle with a very large steering wheel, like a ship or semi-truck.",drive,picture-shift-IN,np
1-cm-TR-s.mp4,He is driving a car.,drive,adjust-picture-TR,cm
1-np-TR-s.mp4,He is driving a virtual car in the video game.,drive,adjust-picture-TR,np
52-rvn-IN-s.mp4,The car drove off and crashed.,"drive,crash",racecar-into-box-IN,rv
52-cs-IN-s.mp4,Car driving into a wall and exploding.,"drive,explode",racecar-into-box-IN,cs
5-rvn-TR-s.mp4,A car drives into an object knocking it out of the way.,"drive,knock",ball-hit-waterbottle-TR,rv
15-ip-IN-s.mp4,A person is driving and passing in front of me.,"drive,pass",car-pass-tower-IN,ip
39-cs-IN-s.mp4,Snow drizzles down.,drizzle,paper-drop-IN,cs
23-ip-TR-s.mp4,Dropping a ball on the ground.,drop,drop-ball-TR,ip
66-ho-IN-s.mp4,A person dropping a pair of binoculars.,drop,tower-fall-IN,ho
13-ip-IN-s.mp4,Container dropping water in a drain.,drop,bread-spin-IN,ip
23-rvn-TR-s.mp4,A plane dropping a load.,drop,drop-ball-TR,rv
3-cm-IN-s.mp4,An object drops straight down.,drop,ball-bounce-IN,cm
23-ip-TR-s.mp4,A bowling ball drops onto the floor,drop,drop-ball-TR,ip
4-cs-IN-s.mp4,"A bird drops from the sky, dead",drop,ball-drop-IN,cs
23-ho-TR-s.mp4,An object is dropped onto the ground,drop,drop-ball-TR,ho
23-np-TR-s.mp4,Someone drops an object onto the floor,drop,drop-ball-TR,np
72-cs-IN-s.mp4,The person said that something is dropping down to the ground.,drop,whirly-gig-drop-IN,cs
23-ho-TR-s.mp4,The person says that the object dropped down very fast.,drop,drop-ball-TR,ho
23-ho-TR-s.mp4,A person is dropping an egg.,drop,drop-ball-TR,ho
38-ip-IN-s.mp4,Something drops from the sky.,drop,paper-airplane-land-IN,ip
44-ip-TR-s.mp4,Something drops quickly from above.,drop,pop-balloon-TR,ip
3-cs-IN-s.mp4,A person is dropping an object.,drop,ball-bounce-IN,cs
11-ip-IN-s.mp4,A person drops something in disgust.,drop,bowl-break-IN,ip
66-ho-IN-s.mp4,A person drops his eyeglasses by accident.,drop,tower-fall-IN,ho
23-cm-TR-s.mp4,A person is dropping something on the ground.,drop,drop-ball-TR,cm
23-np-TR-s.mp4,The person dropped something from a tall building.,drop,drop-ball-TR,np
3-rvn-IN-s.mp4,HIs blood pressure was dropping.,drop,ball-bounce-IN,rv
4-ho-IN-s.mp4,She dropped the dough on the table.,drop,ball-drop-IN,ho
23-cm-TR-s.mp4,He dropped the ball.,drop,drop-ball-TR,cm
34-ip-IN-s.mp4,A New Year's ball is dropped,drop,light-turn-on-IN,ip
66-cm-IN-s.mp4,The person is dropping an object tot he floor.,drop,tower-fall-IN,cm
23-ip-TR-s.mp4,A person dropping a ball.,drop,drop-ball-TR,ip
23-rvn-TR-s.mp4,A bomb drops out of a plane.,drop,drop-ball-TR,rv
23-ip-TR-s.mp4,A person drops a bouncy ball.,drop,drop-ball-TR,ip
47-rvn-TR-s.mp4,A person drops a string.,drop,pull-out-measuring-tape-TR,rv
23-np-TR-s.mp4,A person drops a rubber ball.,drop,drop-ball-TR,np
23-cs-TR-s.mp4,Someone is dropping something.,drop,drop-ball-TR,cs
31-ho-IN-s.mp4,Someone drops something.,drop,lid-blow-off-IN,ho
23-ho-TR-s.mp4,Someone dropped an item.,drop,drop-ball-TR,ho
23-rvn-TR-s.mp4,Someone dropped an object to the ground.,drop,drop-ball-TR,rv
72-rvn-IN-s.mp4,A light object is dropping down and spiraling.,drop,whirly-gig-drop-IN,rv
54-cm-TR-s.mp4,A person is dropping an object down.,drop,reorient-pole-TR,cm
66-ho-IN-s.mp4,A person drops their glasses.,drop,tower-fall-IN,ho
4-cs-IN-s.mp4,A person is dropping an object from a large height.,drop,ball-drop-IN,cs
63-ip-IN-s.mp4,A person is dropping a ball from a tall height.,drop,tape-measurer-bend-half-IN,ip
23-cm-TR-s.mp4,An object drops down from a large height.,drop,drop-ball-TR,cm
66-rvn-IN-s.mp4,A person is dropping an object.,drop,tower-fall-IN,rv
23-ho-TR-s.mp4,A person is dropping an object from a large height.,drop,drop-ball-TR,ho
4-ip-IN-s.mp4,A person is dropping an object from a large height.,drop,ball-drop-IN,ip
44-ip-TR-s.mp4,A person is dropping an object.,drop,pop-balloon-TR,ip
39-cs-IN-s.mp4,A person is dropping a light object.,drop,paper-drop-IN,cs
8-cm-IN-s.mp4,A person is dropping an object.,drop,book-fall-over-IN,cm
23-np-TR-s.mp4,A person is dropping a ball.,drop,drop-ball-TR,np
23-rvn-TR-s.mp4,Someone is dropping a ball,drop,drop-ball-TR,rv
72-cm-IN-s.mp4,A person is dropping a feather to the ground.,drop,whirly-gig-drop-IN,cm
23-cm-TR-s.mp4,An object was dropped from high up.,drop,drop-ball-TR,cm
16-ip-IN-s.mp4,Birds drop from the sky.,drop,cards-scatter-IN,ip
11-ip-IN-s.mp4,A crystal ball is dropped.,drop,bowl-break-IN,ip
23-np-TR-s.mp4,A bomb is dropped.,drop,drop-ball-TR,np
23-ho-TR-s.mp4,Someone is dropping an object.,drop,drop-ball-TR,ho
23-ip-TR-s.mp4,A person drops a ball.,drop,drop-ball-TR,ip
11-ip-IN-s.mp4,A person is dropping something.,drop,bowl-break-IN,ip
24-cm-IN-s.mp4,He is dropping a ball from his hand.,drop,fan-turn-IN,cm
23-cm-TR-s.mp4,A ball being dropped from a persons hand.,drop,drop-ball-TR,cm
34-cm-IN-s.mp4,Dropping a rock on the ground.,drop,light-turn-on-IN,cm
66-ho-IN-s.mp4,Dropping a pair of binoculars.,drop,tower-fall-IN,ho
66-cm-IN-s.mp4,Dropping a hot object.,drop,tower-fall-IN,cm
23-cs-TR-s.mp4,Dropping an object on the ground.,drop,drop-ball-TR,cs
23-rvn-TR-s.mp4,An object dropping out of another object,drop,drop-ball-TR,rv
3-np-IN-s.mp4,A ball drops on the floor and bounces,"drop,bounce",ball-bounce-IN,np
23-cm-TR-s.mp4,Something drops and bounces.,"drop,bounce",drop-ball-TR,cm
4-rvn-IN-s.mp4,The ball dropped and bounced.,"drop,bounce",ball-drop-IN,rv
23-np-TR-s.mp4,He dropped the ball and it bounced,"drop,bounce",drop-ball-TR,np
4-np-IN-s.mp4,The ball dropped and bounced off the ground.,"drop,bounce",ball-drop-IN,np
10-np-TR-s.mp4,A person drops a ball and bounces the ball.,"drop,bounce",bounce-ball-TR,np
23-rvn-TR-s.mp4,A person drops something that bounces,"drop,bounce",drop-ball-TR,rv
3-ip-IN-s.mp4,A ball is dropped and bounces on the ground.,"drop,bounce",ball-bounce-IN,ip
45-ip-IN-s.mp4,A ball was dropped and then bounced around.,"drop,bounce",poster-roll-up-IN,ip
4-np-IN-s.mp4,An object was dropped and then it bounced on the ground.,"drop,bounce",ball-drop-IN,np
3-cm-IN-s.mp4,A ball drops and bounces off the ground.,"drop,bounce",ball-bounce-IN,cm
23-np-TR-s.mp4,A rock is dropped and bounces on the ground.,"drop,bounce",drop-ball-TR,np
3-np-IN-s.mp4,A ball drops and bounces on the ground.,"drop,bounce",ball-bounce-IN,np
23-np-TR-s.mp4,A person is dropping something that bounces.,"drop,bounce",drop-ball-TR,np
23-ip-TR-s.mp4,A person dropping a something that bounces,"drop,bounce",drop-ball-TR,ip
3-rvn-IN-s.mp4,A ball was dropped and then bounced several times.,"drop,bounce",ball-bounce-IN,rv
23-ip-TR-s.mp4,"An object drops, bounces a few times and is motionless.","drop,bounce,be",drop-ball-TR,ip
3-rvn-IN-s.mp4,A ball drops then bounces til it stops.,"drop,bounce,stop",ball-bounce-IN,rv
4-rvn-IN-s.mp4,"An object drops, bounces and stops.","drop,bounce,stop",ball-drop-IN,rv
23-ip-TR-s.mp4,An object is dropped from a medium height and it bounces to the left and stops.,"drop,bounce,stop",drop-ball-TR,ip
23-ip-TR-s.mp4,The person drops a basketball which they begin to dribble.,"drop,dribble",drop-ball-TR,ip
23-ip-TR-s.mp4,A person drops a basketball and then dribbles it low.,"drop,dribble",drop-ball-TR,ip
34-ip-IN-s.mp4,Bomb dropping ane exploding.,"drop,explode",light-turn-on-IN,ip
23-ho-TR-s.mp4,She dropped the object and it fell down.,"drop,fall",drop-ball-TR,ho
25-cs-IN-s.mp4,Something small and granular was dropped into some liquid and it went to the bottom of the container.,"drop,go",fizzle-down-IN,cs
5-ip-TR-s.mp4,A bomb drops out of the sky and kills someone.,"drop,kill",ball-hit-waterbottle-TR,ip
23-np-TR-s.mp4,A person is dropping something then knocking on a door.,"drop,knock",drop-ball-TR,np
3-cs-IN-s.mp4,The person said that something got dropped twice then left.,"drop,leave",ball-bounce-IN,cs
34-ip-IN-s.mp4,The parachute dropped and opened up.,"drop,open",light-turn-on-IN,ip
72-np-IN-s.mp4,The person is dropping confetti from the sky which is raining down.,"drop,rain",whirly-gig-drop-IN,np
23-rvn-TR-s.mp4,A person drops a ball and the ball rolls away.,"drop,roll",drop-ball-TR,rv
4-cm-IN-s.mp4,The object dropped and rolled over.,"drop,roll",ball-drop-IN,cm
4-cs-IN-s.mp4,An object drops and rolls to the side.,"drop,roll",ball-drop-IN,cs
4-cm-IN-s.mp4,The person dropped something which rolls away.,"drop,roll",ball-drop-IN,cm
4-cm-IN-s.mp4,A marble drops then rolls down a hill.,"drop,roll",ball-drop-IN,cm
45-np-IN-s.mp4,A man drops a ball and it rolls across a table.,"drop,roll",poster-roll-up-IN,np
45-ip-IN-s.mp4,Something drops and rolls then lands on something.,"drop,roll,land",poster-roll-up-IN,ip
4-np-IN-s.mp4,The person is dropping a liquid which spills on the floor.,"drop,spill",ball-drop-IN,np
13-ip-IN-s.mp4,A record drops down and spins on a record player.,"drop,spin",bread-spin-IN,ip
45-ip-IN-s.mp4,A small object is dropped and then spins quickly to the right across a flat surface and stops.,"drop,spin,stop",poster-roll-up-IN,ip
23-rvn-TR-s.mp4,An egg drops the floor and splatters,"drop,splatter",drop-ball-TR,rv
23-cs-TR-s.mp4,She dropped the object and it splattered.,"drop,splatter",drop-ball-TR,cs
44-ip-TR-s.mp4,She dropped it in and it splattered.,"drop,splatter",pop-balloon-TR,ip
23-rvn-TR-s.mp4,He dropped the water balloon and it splattered.,"drop,splatter",drop-ball-TR,rv
23-np-TR-s.mp4,Dropping a rock from heights and watching it bounce.,"drop,watch,bounce",drop-ball-TR,np
55-ho-TR-s.mp4,A person is drying clothes.,dry,roll-out-TR,ho
67-ho-IN-s.mp4,A person is ducking their head below something.,duck,toy-appear-in-box-IN,ho
50-np-TR-s.mp4,The person is dumping some liquid out of a container,dump,put-book-on-side-TR,np
46-ip-TR-s.mp4,A person dumped salt onto their food.,dump,pour-bottle-caps-TR,ip
67-ho-IN-s.mp4,A person dunks their head below water then comes back up.,"dunk,come",toy-appear-in-box-IN,ho
69-cm-IN-s.mp4,He dusted off a shelf.,dust,toy-skitter-IN,cm
57-cs-IN-s.mp4,A cat or dog is eating out of their hand.,eat,shaving-cream-spray-IN,cs
23-cs-TR-s.mp4,A person is eating something that makes them throw up.,"eat,throw",drop-ball-TR,cs
55-cm-TR-s.mp4,An object ebbs and flows.,"ebb,flow",roll-out-TR,cm
60-np-IN-s.mp4,A penis ejaculates.,ejaculate,stick-break-IN,np
59-ip-TR-s.mp4,An object ejects small projectiles toward another object.,eject,spray-shaving-cream-TR,ip
16-cs-IN-s.mp4,An rocket powered object is ejected,eject,cards-scatter-IN,cs
12-cs-IN-s.mp4,A person elbows open a door to avoid a virus.,"elbow,avoid",box-move-IN,cs
55-np-TR-s.mp4,A person elongates the dough and rolls the dough on a surface.,"elongate,roll",roll-out-TR,np
17-rvn-TR-s.mp4,An object is embraced from the rear and pushed aside in a right-hand direction.,"embrace,push",close-microwave-door-TR,rv
67-ip-IN-s.mp4,A fin emerges from the water.,emerge,toy-appear-in-box-IN,ip
67-np-IN-s.mp4,A bunny emerges,emerge,toy-appear-in-box-IN,np
67-ip-IN-s.mp4,An animal is emerging from a hole.,emerge,toy-appear-in-box-IN,ip
67-np-IN-s.mp4,An object is emerging out of a box.,emerge,toy-appear-in-box-IN,np
49-np-TR-s.mp4,"A groundhog emerges, then goes back underground","emerge,go",push-toy-in-box-TR,np
67-ip-IN-s.mp4,An object emerges from below and goes through an opening .,"emerge,go",toy-appear-in-box-IN,ip
49-np-TR-s.mp4,A snake emerges from underground and quickly retreats.,"emerge,retreat",push-toy-in-box-TR,np
61-rvn-TR-s.mp4,A spider is emerging and walking across a surface.,"emerge,walk",take-keys-out-of-box-TR,rv
16-cs-IN-s.mp4,A flying object emits fumes.,emit,cards-scatter-IN,cs
46-ip-TR-s.mp4,Someone empties a glass of water into a sink,empty,pour-bottle-caps-TR,ip
46-ip-TR-s.mp4,Emptying a jar or container.,empty,pour-bottle-caps-TR,ip
8-np-IN-s.mp4,A man empties a glass of something.,empty,book-fall-over-IN,np
50-np-TR-s.mp4,A man is emptying a glass of water.,empty,put-book-on-side-TR,np
46-rvn-TR-s.mp4,A man empties a container of liquid into a glass.,empty,pour-bottle-caps-TR,rv
46-rvn-TR-s.mp4,A person is emptying a flour sack.,empty,pour-bottle-caps-TR,rv
50-cs-TR-s.mp4,A person empties a container.,empty,put-book-on-side-TR,cs
1-cm-TR-s.mp4,An urn is being emptied,empty,adjust-picture-TR,cm
23-cs-TR-s.mp4,The person is emptying a container.,empty,drop-ball-TR,cs
50-np-TR-s.mp4,A man empties a can.,empty,put-book-on-side-TR,np
50-cs-TR-s.mp4,A woman empties a beer.,empty,put-book-on-side-TR,cs
46-rvn-TR-s.mp4,Emptying objects out of a basket.,empty,pour-bottle-caps-TR,rv
46-cm-TR-s.mp4,A drink is being emptied.,empty,pour-bottle-caps-TR,cm
68-rvn-IN-s.mp4,He is emptying out the contents of a cigar.,empty,toy-crawl-IN,rv
36-ho-TR-s.mp4,A person encircles an object.,encircle,measure-book-TR,ho
36-rvn-TR-s.mp4,A rope encircles a jar.,encircle,measure-book-TR,rv
64-ip-TR-s.mp4,A person is ending a conversation.,end,taughten-string-TR,ip
43-rvn-TR-s.mp4,Two people engage in sexual intercourse,engage,plug-in-TR,rv
18-cm-IN-s.mp4,A person erases a board.,erase,coatrack-approach-IN,cm
66-cs-IN-s.mp4,She is erasing an etch-a-sketch.,erase,tower-fall-IN,cs
60-cm-IN-s.mp4,A volcano erupts,erupt,stick-break-IN,cm
11-ho-IN-s.mp4,A volcano erupts.,erupt,bowl-break-IN,ho
11-ip-IN-s.mp4,A volcano erupts and lava flows down the sides.,"erupt,flow",bowl-break-IN,ip
49-np-TR-s.mp4,A dog is escaping out from under a fence.,escape,push-toy-in-box-TR,np
5-ho-TR-s.mp4,A hamster is escaping from a cage,escape,ball-hit-waterbottle-TR,ho
61-rvn-TR-s.mp4,A person escapes from something,escape,take-keys-out-of-box-TR,rv
31-np-IN-s.mp4,Something escapes from a container,escape,lid-blow-off-IN,np
31-rvn-IN-s.mp4,Gases escape from a jar.,escape,lid-blow-off-IN,rv
23-rvn-TR-s.mp4,An octopus escapes out the bottom.,escape,drop-ball-TR,rv
42-cs-IN-s.mp4,Someone is examining a painting.,examine,picture-shift-IN,cs
1-ip-TR-s.mp4,A person examined an object.,examine,adjust-picture-TR,ip
55-cs-TR-s.mp4,A person is exercising on the floor.,exercise,roll-out-TR,cs
30-ip-TR-s.mp4,A person is exercising on the floor.,exercise,knock-over-tower-TR,ip
11-cs-IN-s.mp4,A balloon expanded.,expand,bowl-break-IN,cs
11-cs-IN-s.mp4,an object expanding outwards,expand,bowl-break-IN,cs
11-cs-IN-s.mp4,An object expands sideways.,expand,bowl-break-IN,cs
11-cm-IN-s.mp4,A small mound-like object expands outward and down.,expand,bowl-break-IN,cm
11-cs-IN-s.mp4,A woman expands a Chinese Lantern.,expand,bowl-break-IN,cs
11-cs-IN-s.mp4,An object expanding,expand,bowl-break-IN,cs
22-cs-IN-s.mp4,A flexible object expands and contracts several times.,"expand,contract",door-microwave-close-IN,cs
7-np-IN-s.mp4,A balloon expands and deflates.,"expand,deflate",balloon-deflate-IN,np
42-np-IN-s.mp4,"An object is expanded, gripped on two sides and partially rotated four times.","expand,grip,rotate",picture-shift-IN,np
20-ho-TR-s.mp4,An object is expanded and then sliced into in a downward motion.,"expand,slice",cut-bread-TR,ho
55-np-TR-s.mp4,A thin object is expanded and then smoothed over several times in a rounded motion.,"expand,smooth",roll-out-TR,np
7-ho-IN-s.mp4,A person is explaining love.,explain,balloon-deflate-IN,ho
60-rvn-IN-s.mp4,A person is explaining a loss in the stock market.,explain,stick-break-IN,rv
11-rvn-IN-s.mp4,A balloon exploding around.,explode,bowl-break-IN,rv
34-cm-IN-s.mp4,Bomb exploding in the air.,explode,light-turn-on-IN,cm
44-cs-TR-s.mp4,A bomb explodes,explode,pop-balloon-TR,cs
34-np-IN-s.mp4,A volcano explodes,explode,light-turn-on-IN,np
11-rvn-IN-s.mp4,A bomb explodes,explode,bowl-break-IN,rv
44-ho-TR-s.mp4,A water balloon explodes against a wall,explode,pop-balloon-TR,ho
44-cm-TR-s.mp4,A bomb explodes,explode,pop-balloon-TR,cm
