item,filename,sentence,verb,transitivity
box-move-IN,box-move-IN.mp4,The box slid from the right to left.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slides across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slid across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slides past the man.,['slide'],0
box-move-IN,box-move-IN.mp4,the box slid across the table,['slide'],0
box-move-IN,box-move-IN.mp4,The box moved sideways,['move'],0
box-move-IN,box-move-IN.mp4,The box moved to the left,['move'],0
box-move-IN,box-move-IN.mp4,The box moved across the table.,['move'],0
box-move-IN,box-move-IN.mp4,the box moved on its own.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved to the other side of the table.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved across the table.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved across the table by itself.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved across the table on its own in front of the man.,['move'],0
box-move-IN,box-move-IN.mp4,the box moved,['move'],0
box-move-IN,box-move-IN.mp4,A box moved across a table.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved across the table in front of Jack.,['move'],0
box-move-IN,box-move-IN.mp4,A box moves from right to left,['move'],0
box-move-IN,box-move-IN.mp4,the box moving,['move'],0
box-move-IN,box-move-IN.mp4,opened cardboard box moved from right to left on scrren in front boy seated,['move'],0
box-move-IN,box-move-IN.mp4,A cardboard box moves across a table.,['move'],0
box-move-IN,box-move-IN.mp4,The box moved by itself.,['move'],0
bread-spin-IN,bread-spin-IN.mp4,a piece of fruit turned on a table.,['turn'],0
bread-spin-IN,bread-spin-IN.mp4,The object was spun,['spin'],1
bread-spin-IN,bread-spin-IN.mp4,The bun spun.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The bread spins.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The rock spun around.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The object spins on the table.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,a brown thing spun in a circle on the table.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The object spins.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,Bread spins.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A piece of bread spins on the table.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A piece of bread spins to a stop.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The bread spun in front of the man.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,the bread spun on the table,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A piece of bread spun.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The wedge was spun.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A piece of bread is spinning on the table.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A chunk of bread is spinning.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The piece of bread was spinning on the table in front of Jack.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The bread is spinning,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,the object spun around in front of boy sitting,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,A piece of bread spins on a table.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The object spun in front of the man.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The bread spins.,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,the piece of bread spun around on the table,['spin'],0
bread-spin-IN,bread-spin-IN.mp4,The object rolls in front of the man,['roll'],0
bread-spin-IN,bread-spin-IN.mp4,The onion rolled in front of the man.,['roll'],0
bread-spin-IN,bread-spin-IN.mp4,something is rolling in front of the man,['roll'],0
break-stick-TR,break-stick-TR.mp4,The man snapped the twig in half.,['snap'],1
break-stick-TR,break-stick-TR.mp4,the boy front a stick in half,['front'],1
bread-spin-IN,break-stick-TR.mp4,Jack broke a stick in half.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks the stick,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the object into two halves,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,the man broke a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,Jack breaks a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the twig.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,the man broke the stick,['break'],1
break-stick-TR,break-stick-TR.mp4,A man broke a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,Jack breaks the stick in two.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,Jack broke the piece of twig.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks a stick,['break'],1
break-stick-TR,break-stick-TR.mp4,A man breaks a stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man broke the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,The man breaks the stick.,['break'],1
break-stick-TR,break-stick-TR.mp4,the man bend broke the stick,"['bend', 'break']",1
break-stick-TR,break-stick-TR.mp4,the man bent the stick until it broke in half,"['bend', 'break']",1
car-pass-tower-IN,car-pass-tower-IN.mp4,A small toy car sped by on the table in front of Jack.,['speed'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A tiny car slid across the table,['slide'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car rolled past a stack of wood blocks on a table in front of Jack.,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A car was rolled across the table,['roll'],1
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car rolled past the blocks.,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,The toy car rolled by.,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car rolls by.,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car rolled across the table.,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car rolls across the table,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,the toy car rolled by the seated boy,['roll'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car passes in front of the tower,['pass'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,little car passed the little desk,['pass'],1
car-pass-tower-IN,car-pass-tower-IN.mp4,A car moves across the table.,['move'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car moved across the table.,['move'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car moves across a table.,['move'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,The car went across the table.,['go'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car went in front of the block tower.,['go'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,The toy car drives across the table.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,a toy car drove past a chair made of blocks,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A car drives by the blocks.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car drives across the table.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car drives in front of the tiny chair.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A toy car drove across the table.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,the car drove by the tower,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A car drove across a table.,['drive'],0
car-pass-tower-IN,car-pass-tower-IN.mp4,A car crosses the table.,['cross'],0
cards-scatter-IN,cards-scatter-IN.mp4,sheets of paper were thrown onto the table.,['throw'],1
cards-scatter-IN,cards-scatter-IN.mp4,Cards were thrown.,['throw'],1
cards-scatter-IN,cards-scatter-IN.mp4,Many cards are thrown in front of a man.,['throw'],1
cards-scatter-IN,cards-scatter-IN.mp4,The cards were strewn on the table,['strew'],1
cards-scatter-IN,cards-scatter-IN.mp4,The papers were shot onto the table.,['shoot'],1
cards-scatter-IN,cards-scatter-IN.mp4,Lot of papers flew by the man,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,The pieces of paper flew onto the table.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,The papers fly across the table.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Objects fly down from above.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,The cards flew across the table.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Several playing cards fly onto the table.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Paper flew in front of the man.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,The papers flew across Jack's face.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,The papers flew by fast in front of Jack.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,paper flew by the boy,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Paper flew in front of the man.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Papers fly in front of the man.,['fly'],0
cards-scatter-IN,cards-scatter-IN.mp4,Cards were flipped in front of a man.,['flip'],1
cards-scatter-IN,cards-scatter-IN.mp4,Cards flipped through the air.,['flip'],0
cards-scatter-IN,cards-scatter-IN.mp4,a lot of  small pieces of paper fell in front of Jack,['fall'],0
cards-scatter-IN,cards-scatter-IN.mp4,Papers fall.,['fall'],0
cards-scatter-IN,cards-scatter-IN.mp4,The cards fell in front of the man,['fall'],0
cards-scatter-IN,cards-scatter-IN.mp4,Many cards were dropped onto the table,['drop'],1
cards-scatter-IN,cards-scatter-IN.mp4,paper dropped,['drop'],0
cards-scatter-IN,cards-scatter-IN.mp4,Cards blow onto the table.,['blow'],0
cards-scatter-IN,cards-scatter-IN.mp4,Paper is blown in front of the man.,['blow'],1
cards-scatter-IN,cards-scatter-IN.mp4,The papers blew at the man.,['blow'],0
close-microwave-door-TR,close-microwave-door-TR.mp4,man uses left hand to shut door of black microwave,"['use', 'shut']",1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man shut the microwave door,['shut'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man shut the microwave door.,['shut'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man shut the microwave door.,['shut'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,the man closed the microwave door,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,the man closed the microwave,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,Jack closes the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,Jack closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,Jack closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,he closed the microwave shut,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the door to the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,A man closes a microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,the man closed the microwave,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closes the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,A man closed the door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the microwave door.,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,man closed microwave door,['close'],1
close-microwave-door-TR,close-microwave-door-TR.mp4,The man closed the door on the microwave using his left hand.,"['close', 'use']",1
coatrack-approach-IN,coat-rack-approach-TR.mp4,The object walks across the room.,['walk'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat rack slides.,['slide'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A jacket rack slides closer to the man.,['slide'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The beam slid closer to the man sitting.,['slide'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat rack slides towards Jack.,['slide'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,the coat rack slid across the room,['slide'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A red coat rack moved near Jack.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat hanger moves closer to the man,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The object moved from left to right,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coatrack moved toward the man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The stick with two hooks moved right.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,a coat rack moved towards the man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The object moved to the right.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A coatrack moves towards jack.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat hanger moved across the table.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat rock moves towards the man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,the coat rack moved,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A coat rack moved.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat rack moved.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat stand moved closer to the man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A coat post moved towards Jack.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A coat rack moves from left to right,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,something moved,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,a red coat rack moved closer to seated boy,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,A coat rack moves toward a man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat rack moved toward the man.,['move'],0
coatrack-approach-IN,coat-rack-approach-TR.mp4,The coat hanger moves by the man.,['move'],0
crush-can-TR,crush-can-TR.mp4,The man squished the object into his hand,['squish'],1
crush-can-TR,crush-can-TR.mp4,man smashed something in his palm,['smash'],1
crush-can-TR,crush-can-TR.mp4,jack crushed a paper carton in his hands,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushes a milk carton.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushes the box.,['crush'],1
crush-can-TR,crush-can-TR.mp4,the man crushed the foil.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed the object.,['crush'],1
crush-can-TR,crush-can-TR.mp4,Jack crushes a box.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed the cardboard.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed a carton with his hands.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushes a juice carton in his hands.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed the cards in his hands.,['crush'],1
crush-can-TR,crush-can-TR.mp4,A man crushed a can.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed the can.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushes the object.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushed the can.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crushes a can,['crush'],1
crush-can-TR,crush-can-TR.mp4,boy crushed object with two hands,['crush'],1
crush-can-TR,crush-can-TR.mp4,A man crushes an object.,['crush'],1
crush-can-TR,crush-can-TR.mp4,He crushed it with his hands.,['crush'],1
crush-can-TR,crush-can-TR.mp4,The crushes the can.,['crush'],1
crush-can-TR,crush-can-TR.mp4,the man crushed the small box with his hands,['crush'],1
crush-can-TR,crush-can-TR.mp4,The man crumpled the can.,['crumple'],1
crush-can-TR,crush-can-TR.mp4,the man crumpled the paper,['crumple'],1
crush-can-TR,crush-can-TR.mp4,Jack crumpled the paper.,['crumple'],1
crush-can-TR,crush-can-TR.mp4,The man crumbled the paper,['crumble'],1
crush-can-TR,crush-can-TR.mp4,The man compacted the object.,['compact'],1
cut-bread-TR,cut-bread-TR.mp4,man uses knife to cut circular loaf of bread in half,"['use', 'cut']",1
cut-bread-TR,cut-bread-TR.mp4,the man sliced the bread in half,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,Jack slices the food in half.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man slices bread in half with a knife.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,THe man slices the bread.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man slices the bread.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man slices bread.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man sliced bread.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man sliced the bread.,['slice'],1
cut-bread-TR,cut-bread-TR.mp4,The man sliced the loaf of bread into two using a knife.,"['slice', 'use']",1
cut-bread-TR,cut-bread-TR.mp4,The man cut bread,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,the man cut the bread in half into two pieces,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,Jack cut through the object with a knife.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut the bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,Jack cut with a large knife.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cuts the bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,the bread was cut in half,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man is cutting the bread in half.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cuts a loaf of bread in half with a knife.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut the bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,A man cuts a loaf of bread with a knife.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut the loaf of bread in half.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,the man cut the bread,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cuts the loaf.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut the bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut a loaf of bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cuts a loaf of bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,The man cut the bread.,['cut'],1
cut-bread-TR,cut-bread-TR.mp4,man cutting the bread loaf,['cut'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,the man used his pinky to wipe the rim of the jar,"['use', 'wipe']",1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,man took something from jar with his little finger,['take'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man swiped his pinky finger in the jar's contents.,['swipe'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man stuck a finger into the jar.,['stick'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man stuck his pinkie in a jar.,['stick'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man stuck his finger in a substance inside the jar.,['stick'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man stuck his pinky in the jar.,['stick'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,Jack scoops out of the jar.,['scoop'],0
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,Jack scooped the object object of the jar with his pinky.,['scoop'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man scooped gel.,['scoop'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man scoops some stuff with his pinky.,['scoop'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man scooped with his pinky.,['scoop'],0
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man rubbed his pinky finger inside the jar.,['rub'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,the man put his pinky into a jar,['put'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,Jack put his pinky in the jar.,['put'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,A man puts his finger in a jar of cream,['put'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,the man put his small finger in the jar,['put'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man put his finger in the jar.,['put'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,man opens jar and runs his pinky along its white contents,"['open', 'run']",1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dipped his finger in mayo,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dips his finger into the jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dips his finger in the object.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,he dipped his pinky in,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dips his pinky finger into a jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dipped a finger in the jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,the man dips his pinky in the jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dipped his pinkie finger into a jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,A man dipped his finger in the jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dipped his finger in a jar.,['dip'],1
dip-finger-in-jar-TR,dip-finger-in-jar-TR.mp4,The man dipped his little finger into the contents of the jar.,['dip'],1
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door tried to close.,"['try', 'close']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,the microwave door swang,['swing'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door swings in and out.,['swing'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door swung.,['swing'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The door swings.,['swing'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door swung back and forth in front of the man.,['swing'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave was swung shut.,"['swing', 'shut']",1
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door almost shut itself.,['shut'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,"On its own, the microwave door shuts and opens again.","['shut', 'open']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,The door to the microwave opens and closes next to the man.,"['open', 'close']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door moved,['move'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door moved by itself.,['move'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,the microwave door went back and forth,['go'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,microwave door flapped,['flap'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door failed to shut closed.,"['fail', 'shut']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,the microwave door closed by itself in front of the man,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door closes.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door closed next to Jack.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave failed to close.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door tries to close.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,the microwave randomly closed,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,A microwave door closes.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door doesn't quite close.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave almost closed.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The door will not close.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door tried to close.,['close'],0
door-microwave-close-IN,door-microwave-close-IN.mp4,door of black microwave starts closing but then rebounds back.,"['close', 'rebound']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door closed and opened.,"['close', 'open']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,A microwave door closed and opened by itself.,"['close', 'open']",0
door-microwave-close-IN,door-microwave-close-IN.mp4,The microwave door bounced off the opening.,['bounce'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,the boy threw down the ornament,['throw'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,Jack dropped a green ball on a yellow  piece of paper,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man drops the green object,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped an object,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped the green object.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped the ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped the green object.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man drops the object on the table.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,the man dropped something green onto the table.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man drops the object.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,Jack drops a ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped the green ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,A man drops a green toy onto the table.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man drops the ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped a soft ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,the man dropped the ball,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped an object.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropepd the ball,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,Jack dropped the green object.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,The man dropped a squishy ball.,['drop'],1
door-microwave-close-IN,drop-ball-no-bounce-TR.mp4,Jack dropped the green ball onto the table.,['drop'],1
